posted,review,year
"Posted March 1, 2015.",1,2015
"Posted March 28, 2015.",2,2015
"Posted March 24, 2015.",2,2015
"Posted June 16, 2014.",1,2014
"Posted May 5, 2014.",0,2014
"Posted January 24, 2013.",1,2013
"Posted December 12, 2013.",2,2013
"Posted June 23, 2014.",2,2014
"Posted March 29, 2015.",2,2015
"Posted January 7, 2015.",2,2015
"Posted December 24, 2013.",2,2013
"Posted October 2, 2015.",1,2015
"Posted May 14, 2015.",0,2015
"Posted April 6, 2015.",0,2015
"Posted April 6, 2015.",2,2015
"Posted April 6, 2015.",2,2015
"Posted June 19, 2014.",2,2014
"Posted October 28, 2015.",2,2015
"Posted January 8, 2015.",2,2015
"Posted August 15, 2013.",2,2013
"Posted August 9, 2013.",2,2013
"Posted June 1, 2012.",0,2012
"Posted December 27, 2014.",2,2014
"Posted June 19, 2014.",0,2014
"Posted December 6, 2015.",2,2015
"Posted November 13, 2014.",1,2014
"Posted December 27, 2015.",2,2015
"Posted December 1, 2015.",0,2015
"Posted June 16, 2014.",2,2014
"Posted March 7, 2014.",2,2014
"Posted January 8, 2014.",2,2014
"Posted December 17, 2013.",2,2013
"Posted December 28, 2011.",0,2011
"Posted March 13, 2014.",2,2014
"Posted November 16, 2015.",2,2015
"Posted August 26, 2015.",2,2015
"Posted April 12, 2014.",2,2014
"Posted November 2, 2014.",2,2014
"Posted November 6, 2014.",2,2014
"Posted August 28, 2015.",2,2015
"Posted October 18, 2014.",0,2014
"Posted April 12, 2014.",2,2014
"Posted February 16, 2015.",2,2015
"Posted July 14, 2012.",2,2012
"Posted July 23, 2015.",2,2015
"Posted January 23, 2015.",2,2015
"Posted April 21, 2015.",2,2015
"Posted March 2, 2015.",0,2015
"Posted July 27, 2014.",2,2014
"Posted June 8, 2014.",2,2014
"Posted August 21, 2015.",0,2015
"Posted April 7, 2015.",2,2015
"Posted May 31, 2014.",1,2014
"Posted December 23, 2013.",2,2013
"Posted January 22, 2015.",0,2015
"Posted January 31, 2014.",2,2014
"Posted April 18, 2014.",2,2014
"Posted December 4, 2013.",2,2013
"Posted May 23, 2014.",2,2014
"Posted June 21, 2014.",2,2014
"Posted May 27, 2015.",0,2015
"Posted December 16, 2015.",1,2015
"Posted December 16, 2015.",2,2015
"Posted July 28, 2013.",2,2013
"Posted August 11, 2012.",2,2012
"Posted January 12, 2014.",2,2014
"Posted June 27, 2013.",2,2013
"Posted December 21, 2013.",2,2013
"Posted March 9, 2014.",2,2014
"Posted May 17, 2015.",2,2015
"Posted November 3, 2015.",2,2015
"Posted February 19, 2014.",1,2014
"Posted February 23, 2012.",0,2012
"Posted October 26, 2011.",2,2011
"Posted August 19, 2011.",2,2011
"Posted March 10, 2011.",1,2011
"Posted August 13, 2015.",2,2015
"Posted March 16, 2014.",0,2014
"Posted July 18, 2014.",0,2014
"Posted August 22, 2015.",2,2015
"Posted July 6, 2015.",2,2015
"Posted July 8, 2014.",0,2014
"Posted May 11, 2013.",2,2013
"Posted January 6, 2014.",2,2014
"Posted October 8, 2013.",2,2013
"Posted May 12, 2012.",2,2012
"Posted December 27, 2011.",2,2011
"Posted December 16, 2013.",2,2013
"Posted January 22, 2015.",1,2015
"Posted November 20, 2015.",1,2015
"Posted November 3, 2014.",2,2014
"Posted June 18, 2015.",2,2015
"Posted April 19, 2015.",2,2015
"Posted February 27, 2014.",0,2014
"Posted April 24, 2014.",2,2014
"Posted September 5, 2012.",2,2012
"Posted December 29, 2011.",2,2011
"Posted January 4, 2014.",0,2014
"Posted January 4, 2014.",1,2014
"Posted January 4, 2014.",0,2014
"Posted January 4, 2014.",0,2014
"Posted January 4, 2014.",1,2014
"Posted December 23, 2013.",2,2013
"Posted December 6, 2014.",2,2014
"Posted January 24, 2014.",2,2014
"Posted February 25, 2014.",2,2014
"Posted March 8, 2014.",2,2014
"Posted February 10, 2015.",2,2015
"Posted June 11, 2015.",2,2015
"Posted March 29, 2013.",1,2013
"Posted May 31, 2014.",2,2014
"Posted April 19, 2014.",2,2014
"Posted February 2, 2014.",1,2014
"Posted June 11, 2015.",0,2015
"Posted February 18, 2014.",2,2014
"Posted December 31, 2013.",2,2013
"Posted January 3, 2013.",2,2013
"Posted December 10, 2013.",2,2013
"Posted April 14, 2014.",0,2014
"Posted December 1, 2013.",1,2013
"Posted July 3, 2014.",2,2014
"Posted June 22, 2014.",2,2014
"Posted May 10, 2014.",2,2014
"Posted June 23, 2014.",0,2014
"Posted July 7, 2011.",2,2011
"Posted July 3, 2011.",2,2011
"Posted December 14, 2014.",2,2014
"Posted December 1, 2012.",2,2012
"Posted November 6, 2014.",2,2014
"Posted September 18, 2012.",1,2012
"Posted August 8, 2014.",0,2014
"Posted December 9, 2013.",2,2013
"Posted November 26, 2013.",0,2013
"Posted March 11, 2014.",2,2014
"Posted January 12, 2015.",2,2015
"Posted October 28, 2014.",2,2014
"Posted October 19, 2014.",0,2014
"Posted October 7, 2014.",2,2014
"Posted October 15, 2014.",2,2014
"Posted April 10, 2014.",1,2014
"Posted January 5, 2014.",2,2014
"Posted December 12, 2013.",1,2013
"Posted December 2, 2013.",2,2013
"Posted June 21, 2014.",2,2014
"Posted December 18, 2014.",0,2014
"Posted February 24, 2015.",1,2015
"Posted August 20, 2015.",2,2015
"Posted August 7, 2014.",2,2014
"Posted August 14, 2014.",2,2014
"Posted September 24, 2015.",2,2015
"Posted September 18, 2015.",2,2015
"Posted September 15, 2015.",2,2015
"Posted September 9, 2015.",2,2015
"Posted October 17, 2015.",2,2015
"Posted August 9, 2014.",0,2014
"Posted August 9, 2014.",2,2014
"Posted December 25, 2012.",2,2012
"Posted December 27, 2011.",2,2011
"Posted January 16, 2015.",2,2015
"Posted April 8, 2014.",2,2014
"Posted December 14, 2015.",1,2015
"Posted January 18, 2014.",2,2014
"Posted August 16, 2014.",2,2014
"Posted December 24, 2013.",2,2013
"Posted June 27, 2015.",2,2015
"Posted September 9, 2015.",1,2015
"Posted September 9, 2015.",1,2015
"Posted July 2, 2011.",1,2011
"Posted February 18, 2014.",2,2014
"Posted February 14, 2014.",2,2014
"Posted January 2, 2014.",2,2014
"Posted August 22, 2014.",2,2014
"Posted April 16, 2014.",2,2014
"Posted December 6, 2014.",2,2014
"Posted June 5, 2015.",2,2015
"Posted December 21, 2013.",2,2013
"Posted June 29, 2014.",2,2014
"Posted July 2, 2013.",2,2013
"Posted December 28, 2011.",1,2011
"Posted November 27, 2014.",0,2014
"Posted November 26, 2014.",2,2014
"Posted January 6, 2014.",2,2014
"Posted February 24, 2014.",2,2014
"Posted January 20, 2015.",1,2015
"Posted August 6, 2014.",2,2014
"Posted October 7, 2014.",0,2014
"Posted January 17, 2015.",2,2015
"Posted May 22, 2014.",0,2014
"Posted January 12, 2014.",2,2014
"Posted December 11, 2013.",2,2013
"Posted February 3, 2015.",0,2015
"Posted October 22, 2015.",2,2015
"Posted July 21, 2015.",2,2015
"Posted October 28, 2015.",2,2015
"Posted January 19, 2015.",2,2015
"Posted June 25, 2014.",1,2014
"Posted July 12, 2015.",2,2015
"Posted February 17, 2011.",1,2011
"Posted November 17, 2014.",2,2014
"Posted October 29, 2014.",0,2014
"Posted December 10, 2013.",1,2013
"Posted January 6, 2014.",2,2014
"Posted June 1, 2015.",2,2015
"Posted December 12, 2015.",2,2015
"Posted March 15, 2015.",0,2015
"Posted May 10, 2014.",1,2014
"Posted June 29, 2014.",2,2014
"Posted June 18, 2015.",2,2015
"Posted October 16, 2014.",2,2014
"Posted May 14, 2014.",2,2014
"Posted October 26, 2014.",2,2014
"Posted December 16, 2013.",1,2013
"Posted October 26, 2014.",2,2014
"Posted October 26, 2014.",2,2014
"Posted September 22, 2014.",2,2014
"Posted January 12, 2014.",0,2014
"Posted June 11, 2015.",1,2015
"Posted July 14, 2014.",0,2014
"Posted November 15, 2014.",1,2014
"Posted June 30, 2014.",2,2014
"Posted May 24, 2014.",0,2014
"Posted September 1, 2014.",2,2014
"Posted December 1, 2013.",1,2013
"Posted January 11, 2014.",2,2014
"Posted July 1, 2015.",0,2015
"Posted June 20, 2014.",2,2014
"Posted January 28, 2014.",2,2014
"Posted June 23, 2015.",2,2015
"Posted December 17, 2013.",2,2013
"Posted December 28, 2015.",1,2015
"Posted April 6, 2015.",2,2015
"Posted October 4, 2014.",2,2014
"Posted May 16, 2014.",2,2014
"Posted November 7, 2015.",2,2015
"Posted December 26, 2013.",2,2013
"Posted April 25, 2014.",1,2014
"Posted January 28, 2014.",2,2014
"Posted August 4, 2012.",2,2012
"Posted February 13, 2015.",2,2015
"Posted May 3, 2014.",0,2014
"Posted December 28, 2013.",2,2013
"Posted January 8, 2014.",2,2014
"Posted April 19, 2015.",1,2015
"Posted July 3, 2014.",0,2014
"Posted December 17, 2013.",2,2013
"Posted June 15, 2015.",1,2015
"Posted October 6, 2015.",2,2015
"Posted January 30, 2011.",2,2011
"Posted July 3, 2015.",2,2015
"Posted July 20, 2015.",2,2015
"Posted October 31, 2015.",0,2015
"Posted September 9, 2015.",2,2015
"Posted December 3, 2015.",2,2015
"Posted February 19, 2015.",0,2015
"Posted February 13, 2014.",0,2014
"Posted April 8, 2014.",0,2014
"Posted March 13, 2015.",2,2015
"Posted January 11, 2014.",1,2014
"Posted July 4, 2011.",2,2011
"Posted January 4, 2011.",1,2011
"Posted December 17, 2011.",0,2011
"Posted December 21, 2013.",2,2013
"Posted February 16, 2015.",2,2015
"Posted July 13, 2014.",2,2014
"Posted February 25, 2014.",0,2014
"Posted June 4, 2015.",0,2015
"Posted December 2, 2013.",1,2013
"Posted August 30, 2014.",1,2014
"Posted January 18, 2014.",2,2014
"Posted November 25, 2013.",2,2013
"Posted February 25, 2014.",2,2014
"Posted July 5, 2013.",1,2013
"Posted October 8, 2014.",0,2014
"Posted August 28, 2015.",2,2015
"Posted December 16, 2013.",2,2013
"Posted October 24, 2014.",2,2014
"Posted June 14, 2014.",2,2014
"Posted August 30, 2014.",2,2014
"Posted March 30, 2014.",0,2014
"Posted August 14, 2015.",1,2015
"Posted May 16, 2014.",0,2014
"Posted March 17, 2015.",0,2015
"Posted November 23, 2014.",2,2014
"Posted April 10, 2014.",2,2014
"Posted April 25, 2015.",0,2015
"Posted November 29, 2015.",2,2015
"Posted November 29, 2015.",2,2015
"Posted November 3, 2014.",2,2014
"Posted July 12, 2014.",2,2014
"Posted December 5, 2013.",1,2013
"Posted April 5, 2015.",2,2015
"Posted July 14, 2013.",2,2013
"Posted November 21, 2011.",2,2011
"Posted April 10, 2014.",1,2014
"Posted December 6, 2013.",2,2013
"Posted February 28, 2014.",1,2014
"Posted January 10, 2015.",0,2015
"Posted December 31, 2014.",2,2014
"Posted September 27, 2015.",0,2015
"Posted December 10, 2015.",2,2015
"Posted June 30, 2013.",2,2013
"Posted December 11, 2015.",2,2015
"Posted December 7, 2014.",0,2014
"Posted July 4, 2014.",0,2014
"Posted April 8, 2015.",2,2015
"Posted July 15, 2013.",0,2013
"Posted April 9, 2013.",2,2013
"Posted March 28, 2013.",1,2013
"Posted October 5, 2012.",2,2012
"Posted August 12, 2012.",2,2012
"Posted July 8, 2012.",2,2012
"Posted February 11, 2012.",2,2012
"Posted January 1, 2014.",2,2014
"Posted August 30, 2015.",0,2015
"Posted June 6, 2014.",0,2014
"Posted November 29, 2013.",2,2013
"Posted November 29, 2013.",2,2013
"Posted February 9, 2014.",2,2014
"Posted February 28, 2013.",2,2013
"Posted June 24, 2014.",1,2014
"Posted May 3, 2014.",1,2014
"Posted December 14, 2013.",1,2013
"Posted June 26, 2014.",0,2014
"Posted January 12, 2014.",2,2014
"Posted January 20, 2014.",2,2014
"Posted October 7, 2015.",1,2015
"Posted November 11, 2015.",0,2015
"Posted September 15, 2014.",0,2014
"Posted June 15, 2015.",2,2015
"Posted December 17, 2013.",1,2013
"Posted November 3, 2015.",2,2015
"Posted December 23, 2014.",2,2014
"Posted August 28, 2014.",2,2014
"Posted September 18, 2014.",2,2014
"Posted June 20, 2014.",1,2014
"Posted June 22, 2014.",2,2014
"Posted September 13, 2013.",2,2013
"Posted May 7, 2013.",2,2013
"Posted March 22, 2012.",2,2012
"Posted December 30, 2014.",2,2014
"Posted July 27, 2014.",0,2014
"Posted January 4, 2015.",2,2015
"Posted April 22, 2015.",0,2015
"Posted June 20, 2014.",2,2014
"Posted May 30, 2015.",2,2015
"Posted April 22, 2015.",2,2015
"Posted April 22, 2015.",2,2015
"Posted April 22, 2015.",0,2015
"Posted March 28, 2015.",2,2015
"Posted June 24, 2014.",2,2014
"Posted June 3, 2014.",2,2014
"Posted July 22, 2013.",2,2013
"Posted June 1, 2013.",0,2013
"Posted June 24, 2014.",2,2014
"Posted July 10, 2014.",2,2014
"Posted September 29, 2013.",2,2013
"Posted January 16, 2014.",2,2014
"Posted August 4, 2015.",2,2015
"Posted July 17, 2015.",2,2015
"Posted July 20, 2012.",2,2012
"Posted August 21, 2011.",2,2011
"Posted April 27, 2014.",2,2014
"Posted January 16, 2015.",1,2015
"Posted June 21, 2014.",0,2014
"Posted October 2, 2013.",1,2013
"Posted November 22, 2013.",2,2013
"Posted January 18, 2013.",2,2013
"Posted November 30, 2013.",2,2013
"Posted October 16, 2015.",2,2015
"Posted February 3, 2015.",2,2015
"Posted July 17, 2015.",2,2015
"Posted August 23, 2014.",1,2014
"Posted December 15, 2014.",2,2014
"Posted September 16, 2014.",0,2014
"Posted December 29, 2013.",2,2013
"Posted June 28, 2014.",1,2014
"Posted January 19, 2015.",1,2015
"Posted December 27, 2013.",0,2013
"Posted July 22, 2011.",2,2011
"Posted December 1, 2013.",0,2013
"Posted June 21, 2015.",0,2015
"Posted October 18, 2014.",2,2014
"Posted February 5, 2014.",2,2014
"Posted June 4, 2015.",2,2015
"Posted October 2, 2015.",2,2015
"Posted February 27, 2015.",2,2015
"Posted October 12, 2013.",2,2013
"Posted August 20, 2015.",2,2015
"Posted May 2, 2014.",2,2014
"Posted November 27, 2013.",2,2013
"Posted March 7, 2015.",2,2015
"Posted November 6, 2015.",2,2015
"Posted February 10, 2015.",0,2015
"Posted July 1, 2013.",2,2013
"Posted June 13, 2015.",2,2015
"Posted December 22, 2013.",2,2013
"Posted December 26, 2013.",2,2013
"Posted April 15, 2015.",2,2015
"Posted November 16, 2015.",2,2015
"Posted March 23, 2012.",2,2012
"Posted November 8, 2015.",0,2015
"Posted August 3, 2014.",2,2014
"Posted December 15, 2014.",2,2014
"Posted April 3, 2014.",2,2014
"Posted February 5, 2015.",2,2015
"Posted June 20, 2014.",2,2014
"Posted January 24, 2014.",0,2014
"Posted February 18, 2015.",2,2015
"Posted August 25, 2014.",2,2014
"Posted May 16, 2015.",0,2015
"Posted February 14, 2015.",2,2015
"Posted December 6, 2013.",1,2013
"Posted December 24, 2015.",2,2015
"Posted February 28, 2014.",2,2014
"Posted September 20, 2014.",2,2014
"Posted October 23, 2014.",2,2014
"Posted December 19, 2014.",2,2014
"Posted October 26, 2014.",2,2014
"Posted October 17, 2014.",2,2014
"Posted February 16, 2015.",2,2015
"Posted October 26, 2014.",2,2014
"Posted June 22, 2014.",2,2014
"Posted July 29, 2014.",1,2014
"Posted June 13, 2014.",0,2014
"Posted May 14, 2014.",2,2014
"Posted June 5, 2014.",2,2014
"Posted June 13, 2014.",2,2014
"Posted June 17, 2015.",2,2015
"Posted May 1, 2015.",2,2015
"Posted March 26, 2015.",2,2015
"Posted August 16, 2014.",2,2014
"Posted October 25, 2015.",2,2015
"Posted July 29, 2015.",2,2015
"Posted April 26, 2014.",2,2014
"Posted June 28, 2014.",1,2014
"Posted August 18, 2014.",2,2014
"Posted May 23, 2015.",2,2015
"Posted October 24, 2014.",2,2014
"Posted August 26, 2012.",2,2012
"Posted July 14, 2012.",2,2012
"Posted April 6, 2014.",2,2014
"Posted November 14, 2015.",2,2015
"Posted July 18, 2015.",2,2015
"Posted October 5, 2014.",0,2014
"Posted July 10, 2014.",1,2014
"Posted June 18, 2014.",0,2014
"Posted January 26, 2015.",2,2015
"Posted August 30, 2014.",2,2014
"Posted December 24, 2015.",2,2015
"Posted March 8, 2014.",2,2014
"Posted February 22, 2014.",0,2014
"Posted August 6, 2015.",2,2015
"Posted April 24, 2015.",0,2015
"Posted November 3, 2014.",2,2014
"Posted September 4, 2014.",2,2014
"Posted December 28, 2011.",2,2011
"Posted January 7, 2015.",1,2015
"Posted November 26, 2011.",2,2011
"Posted October 8, 2011.",2,2011
"Posted August 8, 2015.",2,2015
"Posted June 22, 2015.",2,2015
"Posted June 20, 2015.",2,2015
"Posted June 22, 2015.",0,2015
"Posted October 10, 2015.",0,2015
"Posted November 26, 2015.",2,2015
"Posted November 24, 2015.",2,2015
"Posted May 15, 2013.",2,2013
"Posted September 25, 2014.",2,2014
"Posted January 6, 2015.",2,2015
"Posted October 19, 2014.",2,2014
"Posted February 12, 2014.",2,2014
"Posted June 22, 2015.",2,2015
"Posted January 17, 2014.",0,2014
"Posted November 21, 2014.",2,2014
"Posted November 22, 2014.",0,2014
"Posted July 2, 2015.",2,2015
"Posted April 2, 2015.",0,2015
"Posted December 9, 2014.",0,2014
"Posted October 17, 2015.",2,2015
"Posted November 12, 2015.",2,2015
"Posted January 12, 2015.",2,2015
"Posted October 19, 2013.",2,2013
"Posted January 5, 2014.",2,2014
"Posted June 29, 2015.",1,2015
"Posted December 27, 2015.",0,2015
"Posted January 18, 2014.",1,2014
"Posted November 12, 2015.",0,2015
"Posted January 25, 2015.",0,2015
"Posted May 11, 2015.",2,2015
"Posted April 13, 2013.",0,2013
"Posted February 17, 2014.",2,2014
"Posted September 21, 2015.",2,2015
"Posted December 23, 2013.",1,2013
"Posted February 28, 2015.",2,2015
"Posted January 13, 2015.",2,2015
"Posted June 2, 2014.",2,2014
"Posted July 12, 2012.",2,2012
"Posted September 22, 2015.",2,2015
"Posted August 18, 2014.",2,2014
"Posted November 6, 2015.",2,2015
"Posted December 10, 2013.",2,2013
"Posted October 18, 2014.",2,2014
"Posted December 9, 2014.",1,2014
"Posted December 24, 2013.",0,2013
"Posted September 5, 2015.",2,2015
"Posted March 13, 2012.",2,2012
"Posted July 20, 2015.",0,2015
"Posted March 8, 2015.",2,2015
"Posted December 20, 2015.",0,2015
"Posted January 10, 2014.",2,2014
"Posted February 20, 2015.",2,2015
"Posted November 19, 2015.",1,2015
"Posted April 19, 2014.",2,2014
"Posted January 1, 2012.",1,2012
"Posted August 26, 2014.",2,2014
"Posted July 5, 2014.",0,2014
"Posted July 5, 2014.",1,2014
"Posted July 5, 2014.",0,2014
"Posted July 5, 2014.",0,2014
"Posted July 5, 2014.",2,2014
"Posted July 5, 2014.",0,2014
"Posted July 5, 2014.",2,2014
"Posted July 5, 2014.",1,2014
"Posted November 2, 2014.",0,2014
"Posted July 5, 2014.",1,2014
"Posted December 23, 2014.",2,2014
"Posted August 12, 2015.",2,2015
"Posted June 3, 2014.",0,2014
"Posted September 5, 2014.",2,2014
"Posted July 15, 2014.",0,2014
"Posted March 2, 2014.",2,2014
"Posted August 14, 2014.",2,2014
"Posted February 7, 2014.",2,2014
"Posted February 15, 2014.",1,2014
"Posted June 23, 2014.",2,2014
"Posted January 1, 2014.",2,2014
"Posted May 31, 2014.",2,2014
"Posted September 8, 2014.",1,2014
"Posted September 7, 2014.",2,2014
"Posted October 21, 2015.",0,2015
"Posted October 10, 2014.",2,2014
"Posted December 29, 2014.",2,2014
"Posted February 2, 2014.",2,2014
"Posted December 24, 2012.",2,2012
"Posted March 31, 2014.",2,2014
"Posted February 13, 2014.",2,2014
"Posted February 13, 2014.",2,2014
"Posted February 12, 2014.",2,2014
"Posted March 3, 2014.",0,2014
"Posted March 21, 2014.",2,2014
"Posted December 25, 2013.",2,2013
"Posted January 31, 2014.",2,2014
"Posted January 31, 2014.",1,2014
"Posted June 29, 2014.",2,2014
"Posted July 4, 2014.",0,2014
"Posted July 4, 2014.",1,2014
"Posted January 28, 2014.",2,2014
"Posted September 6, 2011.",2,2011
"Posted September 27, 2015.",2,2015
"Posted December 27, 2011.",2,2011
"Posted July 3, 2011.",2,2011
"Posted March 11, 2015.",2,2015
"Posted July 15, 2015.",2,2015
"Posted June 18, 2015.",2,2015
"Posted July 11, 2012.",2,2012
"Posted June 22, 2014.",2,2014
"Posted December 29, 2015.",2,2015
"Posted December 5, 2014.",2,2014
"Posted December 16, 2013.",2,2013
"Posted May 25, 2015.",2,2015
"Posted October 31, 2014.",0,2014
"Posted March 23, 2014.",2,2014
"Posted July 30, 2015.",2,2015
"Posted July 3, 2014.",2,2014
"Posted January 2, 2015.",2,2015
"Posted November 21, 2013.",2,2013
"Posted December 7, 2014.",2,2014
"Posted April 13, 2014.",2,2014
"Posted March 29, 2015.",2,2015
"Posted March 1, 2014.",0,2014
"Posted August 23, 2014.",1,2014
"Posted April 30, 2015.",2,2015
"Posted August 18, 2014.",0,2014
"Posted September 2, 2012.",1,2012
"Posted August 18, 2014.",1,2014
"Posted June 5, 2015.",2,2015
"Posted August 21, 2011.",2,2011
"Posted December 1, 2015.",2,2015
"Posted October 3, 2014.",2,2014
"Posted November 28, 2015.",1,2015
"Posted July 21, 2015.",2,2015
"Posted January 12, 2015.",2,2015
"Posted December 14, 2013.",0,2013
"Posted June 23, 2014.",2,2014
"Posted June 23, 2014.",2,2014
"Posted September 6, 2014.",1,2014
"Posted November 19, 2014.",2,2014
"Posted November 19, 2014.",2,2014
"Posted November 19, 2014.",2,2014
"Posted December 13, 2014.",2,2014
"Posted June 23, 2014.",2,2014
"Posted December 2, 2014.",0,2014
"Posted March 12, 2015.",2,2015
"Posted September 30, 2014.",2,2014
"Posted December 8, 2014.",2,2014
"Posted December 27, 2014.",2,2014
"Posted February 13, 2015.",2,2015
"Posted October 26, 2015.",2,2015
"Posted December 7, 2014.",1,2014
"Posted July 31, 2015.",2,2015
"Posted March 13, 2015.",2,2015
"Posted July 14, 2012.",2,2012
"Posted December 15, 2013.",0,2013
"Posted July 12, 2014.",2,2014
"Posted March 23, 2014.",0,2014
"Posted June 6, 2015.",2,2015
"Posted June 25, 2014.",0,2014
"Posted January 19, 2014.",2,2014
"Posted July 21, 2015.",1,2015
"Posted June 29, 2014.",1,2014
"Posted August 22, 2014.",2,2014
"Posted February 28, 2014.",1,2014
"Posted April 27, 2014.",1,2014
"Posted April 18, 2014.",1,2014
"Posted October 8, 2014.",2,2014
"Posted June 21, 2014.",2,2014
"Posted January 25, 2015.",2,2015
"Posted January 25, 2015.",0,2015
"Posted January 25, 2015.",2,2015
"Posted October 3, 2014.",1,2014
"Posted April 5, 2015.",0,2015
"Posted June 26, 2014.",2,2014
"Posted July 26, 2014.",2,2014
"Posted July 18, 2015.",1,2015
"Posted December 30, 2013.",2,2013
"Posted December 17, 2014.",0,2014
"Posted November 27, 2014.",2,2014
"Posted December 31, 2014.",1,2014
"Posted December 4, 2014.",2,2014
"Posted February 10, 2015.",2,2015
"Posted June 27, 2015.",2,2015
"Posted October 15, 2014.",0,2014
"Posted January 15, 2014.",2,2014
"Posted October 17, 2015.",1,2015
"Posted March 23, 2013.",2,2013
"Posted April 23, 2014.",0,2014
"Posted June 14, 2015.",1,2015
"Posted April 7, 2015.",0,2015
"Posted February 23, 2014.",2,2014
"Posted November 8, 2013.",0,2013
"Posted April 25, 2013.",2,2013
"Posted January 15, 2013.",0,2013
"Posted December 29, 2012.",1,2012
"Posted November 22, 2012.",2,2012
"Posted July 3, 2011.",1,2011
"Posted April 18, 2014.",1,2014
"Posted July 15, 2014.",0,2014
"Posted March 30, 2014.",2,2014
"Posted July 10, 2011.",1,2011
"Posted June 30, 2014.",2,2014
"Posted December 7, 2015.",2,2015
"Posted June 19, 2012.",2,2012
"Posted May 28, 2014.",2,2014
"Posted February 11, 2014.",2,2014
"Posted June 28, 2014.",2,2014
"Posted April 20, 2014.",2,2014
"Posted October 1, 2015.",2,2015
"Posted December 5, 2013.",2,2013
"Posted November 26, 2013.",0,2013
"Posted December 10, 2014.",2,2014
"Posted December 8, 2014.",2,2014
"Posted December 21, 2014.",2,2014
"Posted December 8, 2014.",2,2014
"Posted December 18, 2014.",2,2014
"Posted May 4, 2015.",2,2015
"Posted June 27, 2014.",0,2014
"Posted July 18, 2012.",2,2012
"Posted May 28, 2012.",2,2012
"Posted April 28, 2012.",2,2012
"Posted June 21, 2014.",2,2014
"Posted December 4, 2013.",0,2013
"Posted January 23, 2014.",0,2014
"Posted June 26, 2014.",0,2014
"Posted September 25, 2014.",2,2014
"Posted September 17, 2014.",0,2014
"Posted February 6, 2013.",2,2013
"Posted May 23, 2015.",0,2015
"Posted December 16, 2013.",2,2013
"Posted November 22, 2012.",2,2012
"Posted November 4, 2015.",1,2015
"Posted July 24, 2015.",2,2015
"Posted November 13, 2014.",2,2014
"Posted April 21, 2013.",0,2013
"Posted July 17, 2012.",2,2012
"Posted June 1, 2012.",2,2012
"Posted May 9, 2012.",2,2012
"Posted May 9, 2012.",2,2012
"Posted December 27, 2011.",2,2011
"Posted July 28, 2011.",2,2011
"Posted July 28, 2011.",2,2011
"Posted July 28, 2011.",2,2011
"Posted June 6, 2011.",2,2011
"Posted November 17, 2013.",0,2013
"Posted March 19, 2014.",2,2014
"Posted April 6, 2013.",2,2013
"Posted February 5, 2012.",2,2012
"Posted June 20, 2014.",2,2014
"Posted April 14, 2014.",2,2014
"Posted November 17, 2014.",1,2014
"Posted December 12, 2014.",2,2014
"Posted September 13, 2014.",2,2014
"Posted December 20, 2015.",2,2015
"Posted July 28, 2012.",2,2012
"Posted July 15, 2014.",2,2014
"Posted July 11, 2014.",0,2014
"Posted June 30, 2014.",2,2014
"Posted June 27, 2014.",2,2014
"Posted July 24, 2014.",2,2014
"Posted September 26, 2014.",2,2014
"Posted December 28, 2013.",2,2013
"Posted September 18, 2014.",2,2014
"Posted March 16, 2014.",2,2014
"Posted January 21, 2014.",2,2014
"Posted December 26, 2013.",0,2013
"Posted October 20, 2013.",0,2013
"Posted November 24, 2013.",0,2013
"Posted September 2, 2014.",1,2014
"Posted December 19, 2015.",2,2015
"Posted December 29, 2014.",2,2014
"Posted June 18, 2015.",2,2015
"Posted March 12, 2015.",2,2015
"Posted December 27, 2013.",1,2013
"Posted April 14, 2014.",2,2014
"Posted December 6, 2013.",2,2013
"Posted February 11, 2014.",0,2014
"Posted August 4, 2013.",2,2013
"Posted July 25, 2013.",2,2013
"Posted March 5, 2013.",2,2013
"Posted December 20, 2010.",2,2010
"Posted February 8, 2015.",2,2015
"Posted July 3, 2014.",2,2014
"Posted May 14, 2014.",2,2014
"Posted June 23, 2014.",2,2014
"Posted June 2, 2014.",0,2014
"Posted June 2, 2014.",2,2014
"Posted May 10, 2014.",2,2014
"Posted July 7, 2014.",0,2014
"Posted August 5, 2014.",2,2014
"Posted July 21, 2014.",0,2014
"Posted November 17, 2014.",1,2014
"Posted June 12, 2014.",0,2014
"Posted September 14, 2014.",1,2014
"Posted October 26, 2014.",1,2014
"Posted October 26, 2014.",0,2014
"Posted October 26, 2014.",1,2014
"Posted October 26, 2014.",1,2014
"Posted October 26, 2014.",0,2014
"Posted December 17, 2013.",0,2013
"Posted December 31, 2013.",2,2013
"Posted December 16, 2013.",2,2013
"Posted November 27, 2013.",2,2013
"Posted December 1, 2015.",2,2015
"Posted January 27, 2014.",1,2014
"Posted December 13, 2013.",1,2013
"Posted January 18, 2015.",0,2015
"Posted January 10, 2014.",2,2014
"Posted June 14, 2014.",2,2014
"Posted January 4, 2013.",2,2013
"Posted July 12, 2012.",2,2012
"Posted December 27, 2011.",2,2011
"Posted July 3, 2011.",2,2011
"Posted June 11, 2011.",2,2011
"Posted June 11, 2011.",2,2011
"Posted June 11, 2011.",2,2011
"Posted November 30, 2010.",2,2010
"Posted November 9, 2015.",0,2015
"Posted June 20, 2012.",2,2012
