release_date,price,developer
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,7.99,Ubisoft - San Francisco
2014-12-16,29.99,Ubisoft - San Francisco
2014-12-16,9.99,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
2014-12-16,4.99,"2K Australia,Gearbox Software,Aspyr (Mac, Linux)"
2014-12-16,4.99,Carlo D'Apostoli Projects
2014-12-16,14.99,"SNK CORPORATION,Code Mystics"
2014-12-16,4.99,Green Lava Studios
2014-12-16,9.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-12-16,9.99,PolarityFlow
2014-12-16,9.99,"Playdek, Inc."
2014-12-16,7.99,Paradox Development Studio
2014-12-16,1.99,Paradox Development Studio
2014-12-16,6.99,Paradox Development Studio
2014-12-16,1.99,Paradox Development Studio
2014-12-16,4.99,Drakkar Dev
2014-12-16,14.99,Creative Assembly
2014-12-16,34.99,Ankama Studio
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-11,7.99,Glowforth
2014-12-11,4.99,Croteam
2014-12-11,4.99,Croteam
2014-12-16,19.99,Binary Helix
2014-12-11,39.99,Croteam
2014-12-11,4.99,Croteam
2014-12-11,9.99,Renegade Kid
2014-12-11,9.99,Egosoft
2014-12-11,14.99,Brytenwalda
2012-07-12,Free To Play,Exe Games Inc.
2014-12-11,6.99,Dovetail Games
2014-12-11,4.99,"Parody Games, LLC"
2014-12-11,4.99,Team Flow
2014-12-12,49.99,Eagle Dynamics SA
2014-12-11,19.99,Arc System Works
2014-12-12,12.99,KTX Software
2014-12-12,6.99,Black Pants Studio
2014-12-12,14.99,"CorypheeSoft,DigitalEZ"
1996-05-31,9.99,Rogue Entertainment
2014-12-11,2.99,Quantumfrog
2014-12-11,34.99,Hunted Cow Studios
2014-08-12,2.99,Dylan Loney
2014-12-11,7.99,SITER SKAIN
2014-12-11,9.99,Giants Software
2014-12-11,7.99,SITER SKAIN
2014-12-11,7.99,SITER SKAIN
2014-12-11,7.99,SITER SKAIN
2014-12-11,7.99,SITER SKAIN
2007-10-04,7.99,White Birds Productions
2014-12-08,9.99,"GAME ARTS Co., Ltd."
2014-12-05,2.99,Michael Todd Games
2014-12-08,4.99,Vinci Games
2014-12-08,1.99,SCS Software
2014-12-08,19.99,Crystal Dynamics
2014-12-08,19.99,Leadwerks Software
2014-12-04,Free To Play,"JumpStart Games, Inc."
2014-11-27,14.99,"Schine, GmbH"
2014-12-04,19.99,DoubleBear Productions
2014-11-27,9.99,Screwfly Studios
2014-12-04,9.99,Silent Dreams
2014-12-04,6.99,Tortuga Team
2013-06-06,7.99,Rabid Design Studios
2014-12-04,4.99,Longbow Games
2014-12-04,1.99,GameArt Studio GmbH
2000-12-14,4.99,Torus Games
2014-12-04,9.99,3 Sprockets
2014-12-04,9.99,BigBlaze Games
2014-12-04,9.99,Brave Giant LTD
2014-12-04,9.99,"Mighty Rabbit Studios,Relevant Games"
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,4.99,88mm
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,4.99,Studio Bean
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,15.99,Ubisoft - San Francisco
2014-12-09,2.99,Ubisoft - San Francisco
2014-12-09,9.99,Ubisoft - San Francisco
2014-12-09,7.99,Ubisoft - San Francisco
2014-12-09,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-12-09,1.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-12-09,1.99,Cubic Pie
2014-12-09,14.99,Adventurepro Games LLC
2014-03-14,2.99,KinifiGames LLC
2014-12-10,3.99,Steel Wool Games
2014-11-11,19.99,Wastelands Interactive
2014-12-04,4.99,Vigilant Addiction Studios
2014-12-04,1.99,Vigilant Addiction Studios
2014-12-04,9.99,Kids up hill
2014-09-26,7.99,Glass Knuckle Games
2014-12-04,5.99,KTX Software
2014-11-28,2.99,Ubisoft
2014-12-04,9.99,Sanuk Games
2014-12-01,4.99,Frost Earth Studio
2013-08-09,14.99,ALICE IN DISSONANCE
2014-12-01,7.99,Imaekgames [Imaek Limited]
2014-11-25,3.99,"Subaltern Games, LLC"
2014-12-01,9.99,"Infotread, LLC"
2014-11-28,4.99,Strides Interactive
2014-12-01,0.99,Sharpened Edge Studios
2014-12-01,29.99,Ivory Tower in collaboration with Ubisoft Reflections
2014-12-01,19.99,Ivory Tower in collaboration with Ubisoft Reflections
2014-12-02,4.99,Mixel
2014-12-02,4.99,"Volition,Reactor Zero,THQ Nordic"
2014-12-02,2.99,Ubisoft - San Francisco
2014-12-02,2.99,Ubisoft - San Francisco
2014-12-02,2.99,Ubisoft - San Francisco
2014-12-02,2.99,Ubisoft - San Francisco
2014-12-02,2.99,Ubisoft - San Francisco
2014-12-02,29.99,Telltale Games
2014-12-02,11.99,Ubisoft - San Francisco
2014-12-02,14.99,State of Play Games
2014-12-02,14.99,"SmiteWorks USA, LLC"
2014-12-03,9.99,Darius Bode
2014-12-03,6.99,"Ratz 'N' Godz,Storybird Games"
2014-12-03,3.99,Pixeljam
2014-12-03,1.99,Pixeljam
2014-12-03,5.99,PostMod Softworks
2014-12-03,19.99,Alternative Software Ltd
2014-12-03,14.99,JIW-Games
2014-12-03,9.99,Milestone S.r.l.
2014-12-03,6.99,Cateia Games
2014-12-03,1.99,SCS Software
2014-11-25,2.99,Ubisoft - San Francisco
2014-12-04,9.99,GameArt Studio GmbH
2014-11-25,2.99,Ubisoft - San Francisco
2014-11-25,2.99,Ubisoft - San Francisco
2014-11-25,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-25,2.99,Ubisoft - San Francisco
2014-11-25,14.99,"Lucid Games,Aspyr (Mac &amp; Linux)"
2014-11-25,24.99,Telltale Games
2014-11-25,2.99,Stardock Entertainment
2014-11-25,11.99,Ubisoft - San Francisco
2014-11-25,1.99,With The Love Studios
2014-11-25,0.99,Niffler Ltd.
2014-11-25,4.99,Five Archers Games
2014-11-25,69.99,Masthead Studios Ltd
2014-11-25,5.99,Anthony Case
2013-12-08,19.99,IO Entertainment
2013-12-08,4.99,IO Entertainment
2013-12-08,24.99,IO Entertainment
2013-12-08,Free To Play,IO Entertainment
2014-11-25,Free To Play,Spicy Horse
2014-11-25,7.99,Sam Albon
2014-11-26,9.99,Reality Twist GmbH
2014-11-26,39.99,"Flashback Games,The Lordz Games Studio"
2014-11-26,7.99,United Independent Entertainment GmbH
2014-11-26,7.99,souvenir circ.
2014-11-26,4.99,Edelweiss
2014-11-26,4.99,Edelweiss
2014-11-26,7.99,Tennen-sozai
2014-11-26,24.99,"Jackbox Games, Inc."
2014-11-26,5.99,Flat Software
2014-11-26,5.99,Coffee Stain Studios
1993-01-02,5.99,Terra Nova Development
1994-01-02,5.99,The Dreamers Guild
2014-11-26,9.99,Tennen-sozai
2014-11-21,2.99,Coilworks
2014-11-21,19.99,251 Games
2014-11-21,9.99,Fly System
2014-01-17,4.99,Strike Games
2014-11-24,19.99,Icarus Development Team
2014-11-24,9.99,Ranmantaru Games
2014-11-24,9.99,"Claudio Norori,Antonio Vargas,Martin Norori"
2014-11-18,9.99,Phantom Compass
2014-11-18,2.99,Ubisoft - San Francisco
2014-11-18,1.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-18,2.99,Ubisoft - San Francisco
2014-11-18,2.99,Ubisoft - San Francisco
2014-11-18,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-13,3.99,Naiad Entertainment LLC
1998-08-01,9.99,Spellbound AG
2016-08-27,2.99,"OCR Dev Team,Onur Uça"
2014-11-13,4.99,Sector3 Games
2014-11-13,5.99,xinoro
2014-11-14,9.99,Cinemaware
2014-11-14,6.99,Daniel Linssen
2014-11-14,7.99,Digital Furnace Games
2014-11-14,24.99,Double Eleven
2014-11-14,6.99,Double Eleven
2014-11-14,2.99,Numantian Games
2014-11-14,19.99,11 bit studios
2014-11-14,6.99,Numantian Games
2014-11-14,19.99,Numantian Games
2014-11-19,9.99,Ninja Kiwi
2014-11-19,6.99,Slav Pankratov
2014-11-19,Free To Play,Soviet Games
2014-11-19,7.99,WildTangent
2014-11-19,17.99,Sector3 Studios
2014-11-19,9.99,"Umix Studios,Cyanide"
2014-11-19,19.99,Dovetail Games
2014-11-20,24.99,Carenado
2014-11-20,39.99,Games Farm
2014-11-20,2.99,InsGames
2014-11-20,7.99,Creative Assembly
2014-11-20,3.99,773
2014-11-20,19.99,Wonderstruck
2014-11-20,4.99,Funky Logic Studios
2014-11-18,4.99,YFYX GAMES
2014-11-14,59.99,BrashMonkey
2014-11-14,7.99,Orange_Juice
2014-11-20,10.99,YETi CGI
2014-11-14,5.99,Cockroach Inc.
2014-11-14,9.99,Enterbrain
2014-11-14,4.99,Degica
2014-11-14,9.99,Degica
2014-11-14,17.99,Copybugpaste
2014-11-14,9.99,RosePortal Games
2014-11-14,6.99,Mission Critical Studios
2014-11-12,2.99,"TT Games,Feral Interactive (Mac)"
2014-11-13,39.99,Dovetail Games
2009-08-14,7.99,Zoetrope Interactive
2014-11-13,3.99,Awoker Games
2014-11-13,34.99,Wonderstruck
2014-11-13,29.99,Hunted Cow Studios
2014-11-13,19.99,Wonderstruck
2014-11-13,1.99,Only Human Studios
2014-11-07,2.99,Sunlight Games
2014-11-07,1.99,BlueLine Games
2014-11-07,17.99,Sky Drake Studios
2014-11-07,9.99,Aldorlea Games
2014-11-05,1.99,Cherry Pop Games
2014-11-05,1.99,Cherry Pop Games
2014-11-05,0.99,Cherry Pop Games
2014-11-05,0.99,Cherry Pop Games
2014-11-05,0.99,Cherry Pop Games
2014-11-05,0.99,Cherry Pop Games
2014-11-05,4.99,Stainless games
2014-11-05,9.99,Stainless Games
2014-11-05,4.99,Niffler Ltd.
2014-11-05,Free To Play,Hunted Cow Studios
2013-08-27,19.99,Square Enix
2014-11-06,24.99,Carenado
2014-11-06,9.99,Hunted Cow Studios
2014-11-10,4.99,Nine Tales Digital
2014-11-10,9.99,Team Tripleslash
2014-11-06,39.99,IPACS
2014-11-10,3.99,Team Tripleslash
2014-11-10,7.99,Scott Cawthon
2014-11-10,9.99,Ansimuz Games
2014-11-11,29.99,Ubisoft
2014-11-11,19.99,SEGA
2014-11-11,9.99,KTX Software
2014-11-11,9.99,"2K Australia,Gearbox Software,Aspyr (Mac &amp; Linux)"
2014-11-11,14.99,"Vblank Entertainment, Inc."
2014-11-11,19.99,"TT Games Ltd,Feral Interactive (Mac)"
2014-11-11,4.99,Marie Ronnaux Games
2014-11-11,2.99,Ubisoft - San Francisco
2014-11-11,2.99,Ubisoft - San Francisco
2014-11-11,2.99,Ubisoft - San Francisco
2014-11-11,2.99,Ubisoft - San Francisco
2014-11-11,2.99,Ubisoft - San Francisco
2014-11-06,99.99,IPACS
2014-11-06,4.99,Kyy Games
2014-11-06,129.99,IPACS
2014-11-06,3.99,GameArt Studio GmbH
2014-11-06,3.99,Haemimont Games
2014-11-06,34.99,Masthead Studios Ltd
2014-11-06,14.99,Santa Ragione
2014-11-06,19.99,Smokebox
1985-01-01,6.99,"MicroProse Software, Inc"
1992-01-01,6.99,"MicroProse Software, Inc"
2014-11-04,3.99,"SmiteWorks USA, LLC"
2014-11-04,3.99,"SmiteWorks USA, LLC"
2014-11-04,3.99,"SmiteWorks USA, LLC"
2014-11-04,3.99,"SmiteWorks USA, LLC"
2014-11-04,3.99,"SmiteWorks USA, LLC"
2009-10-29,9.99,TML-Studios
2014-11-05,14.99,Crenetic GmbH Studios
2014-11-05,1.99,Cherry Pop Games
2014-10-30,2.49,Paradox Development Studio
2014-10-30,19.99,Beamdog
2014-10-30,1.99,Paradox Development Studio
2014-10-30,1.99,Paradox Development Studio
2014-10-30,19.99,Paradox Development Studio
2014-10-30,1.99,Paradox Development Studio
2014-10-30,4.99,"SmiteWorks USA, LLC"
2010-12-23,4.99,URSE Games
2011-05-05,2.99,Zach Kehs (SunnyKatt)
2014-10-28,1.99,"CyberConnect2 Co., Ltd."
2014-10-28,7.99,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-10-28,29.99,"CI Games,Deck 13"
2014-10-28,29.99,"CI Games,Deck 13"
2014-10-28,5.99,Ultravision Interactive
2013-11-18,9.99,Dumb and Fat Games
2014-10-28,3.99,Rival Games Ltd
2014-10-28,1.99,"CI Games,Deck 13"
2014-10-28,1.99,"CI Games,Deck 13"
2014-10-28,1.99,"CI Games,Deck 13"
2014-10-28,1.99,"CI Games,Deck 13"
2014-10-28,1.99,"CI Games,Deck 13"
2014-10-28,29.99,"CI Games,Deck 13"
2014-10-28,2.99,Ubisoft - San Francisco
2000-12-13,6.99,Wayward Design
1991-01-02,6.99,"MicroProse Software, Inc."
2014-10-30,4.99,Tin Man Games
2014-10-30,4.99,Epiphany Games
2014-10-30,5.99,Subscience Studios
2014-10-31,29.99,Polar Motion
2014-10-31,9.99,Degica
2014-10-31,9.99,Darkraven
2014-10-31,5.99,Faultline Games
2014-10-31,9.99,Darkraven
1994-04-18,6.99,"MicroProse Software, Inc."
2014-10-31,4.99,Unknown Worlds Entertainment
2014-10-31,7.99,Axyos Games
2014-11-03,59.99,"Sledgehammer Games,Raven Software"
Nov 2014,49.99,"Sledgehammer Games,Raven Software"
2014-11-03,19.99,Digital Confectioners
2012-10-08,9.99,Artifex Mundi
2014-10-28,2.99,Ubisoft - San Francisco
2014-10-28,2.99,Ubisoft - San Francisco
2014-10-28,2.99,Ubisoft - San Francisco
2014-10-28,2.99,Ubisoft - San Francisco
2014-10-24,14.99,"Expansive Worlds,Avalanche Studios"
2014-06-12,4.99,Little World Studio
2014-10-27,9.99,Raymond Doerr
2014-10-27,4.99,Positech Games
2017-02-03,Free To Play,8-Bit Studio
2014-10-27,2.99,Bibiki
2014-10-24,5.99,Dark Gaia Studios
2014-10-27,3.99,Netcore Games
2014-10-27,11.99,AMPLITUDE Studios
2014-10-27,7.99,AMPLITUDE Studios
2014-10-23,14.99,Mountain Sheep
2014-10-23,2.99,Tom De Roeck
2014-10-27,7.99,Deadghost Interactive
2014-10-23,Free To Play,Double Action Factory
2014-10-23,19.99,Kraken Empire
2014-10-23,3.99,The Secret Pie
2014-10-23,39.99,"Firaxis Games,Aspyr (Mac, Linux)"
2014-10-23,6.99,The Men Who Wear Many Hats
2014-10-23,1.99,"Tomi Maarela,Elias Viglione"
2001-01-01,4.99,Humongous Entertainment
1993-03-26,6.99,Humongous Entertainment
1996-01-01,6.99,"Accolade, Inc."
1998-01-01,6.99,"Cyberlore Studios, Inc.,Accolade"
1999-01-01,6.99,"Accolade, Inc."
1999-01-01,6.99,"Accolade, Inc."
1997-01-01,6.99,"Epic MegaGames,Vision Software"
2014-10-23,14.99,Graviteam
2014-10-23,14.99,Milkstone Studios
2014-10-23,3.99,Propelled Bird Software
2014-10-23,14.99,Fugazo
2014-08-15,9.99,West Dragon Productions DR
2014-10-24,4.99,Holotech Studios
2014-10-19,2.99,Tomoaki Sugeno
2014-10-22,9.99,The Secret Pie
2014-01-01,2.99,New Reality Games
2014-10-22,0.99,Shorebound Studios
2014-10-22,3.99,Mårten Jonsson
2014-10-23,7.99,"Mobot Studios, Inc"
2014-10-23,6.99,Nomad Games
1994-01-01,6.99,MPS Labs
1992-01-01,6.99,MPS Labs
1993-01-01,6.99,"MicroProse Software, Inc"
2014-10-20,19.99,Dovetail Games
2014-10-20,4.99,"Mighty Rabbit Studios,Relevant Games"
2013-02-14,9.99,Digerati Distribution
2014-10-20,0.99,Eko Software
2014-10-20,1.99,Eko Software
2014-10-18,0.99,Jetdogs Studios
2014-10-20,9.99,Screaming Bee
2014-10-20,19.99,KillHouse Games
2014-10-20,2.99,DoubleDutch Games
2014-10-20,2.99,DoubleDutch Games
2014-01-01,69.99,"Johannes Rosenberg,Stefan Kraus,Timo Armbruster"
2014-10-20,7.99,Glitchy Pixel
2014-10-21,14.99,Ino-Co Plus
2014-10-21,19.99,Full Control
2014-10-21,1.99,"CyberConnect2 Co., Ltd."
2014-10-21,4.99,Ino-Co Plus
2014-10-21,4.99,Ino-Co Plus
2014-10-17,1.99,Rebellion
2014-10-21,4.99,Ino-Co Plus
2014-10-17,14.99,Cinemaware
2014-10-17,2.99,Choice of Games
2011-09-01,9.99,WaterMelon
2014-10-17,7.99,Kodots Games
2014-10-17,9.99,5 Bits Games
2014-10-17,19.99,BattleGoat Studios
2014-10-17,9.99,Avatar Creations
2014-10-17,2.99,Artery Games
1992-11-01,6.99,"MicroProse Software, Inc."
2014-10-14,2.99,Ubisoft - San Francisco
2014-10-14,2.99,Ubisoft - San Francisco
2014-10-14,2.99,Ubisoft - San Francisco
2014-10-14,4.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-10-14,2.99,Ubisoft - San Francisco
2014-10-14,2.99,Ubisoft - San Francisco
2014-10-14,11.99,Ubisoft - San Francisco
2014-10-14,7.99,Milieu
2014-10-14,14.99,"Rudolf Kremers &amp; Alex May,Tuna"
2014-10-14,17.99,Cape Copenhagen
2014-10-15,19.99,ViewApp
2014-10-15,24.99,Carenado
2014-10-15,19.99,"Phoenix Online Studios,Pinkerton Road Studio"
2014-10-15,5.99,JosPlays
2014-10-15,23.99,Almost Human Games
2012-06-13,9.99,V5 Play
2014-10-08,4.99,Blue Isle Studios
2014-08-22,14.99,Lavaboots Studios
2014-10-15,Free To Play,Desert Owl Games LLC
2014-10-15,1.99,Orange_Juice
2014-10-14,1.99,"CyberConnect2 Co., Ltd."
2014-10-14,14.99,Paradox Development Studio
2014-10-14,1.99,Paradox Development Studio
2014-10-14,1.99,Paradox Development Studio
2014-10-14,39.99,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014-10-14,1.99,Paradox Development Studio
2014-10-14,4.99,Zotnip
2014-10-14,1.99,Paradox Development Studio
2014-10-14,2.99,Zotnip
2014-10-07,1.99,"CyberConnect2 Co., Ltd."
2014-10-07,2.99,Ubisoft - San Francisco
2014-10-07,2.99,Ubisoft - San Francisco
2014-10-07,2.99,Ubisoft - San Francisco
2014-10-07,2.99,Ubisoft - San Francisco
2014-10-07,11.99,Ubisoft - San Francisco
2014-10-07,2.99,Ubisoft - San Francisco
2014-10-08,29.99,"United Front Games,Feral Interactive (Mac)"
2014-10-03,79.99,"Gravvit Ltd,Forbes  Consult Ltd"
2014-10-03,99.99,"Gravvit Ltd,Forbes  Consult Ltd"
2014-09-25,4.99,Puppygames
2014-10-03,7.99,Toco Games
2014-10-03,9.99,Degica
2014-10-03,9.99,Extend Studio
2014-10-03,14.99,"Degica,Thalzon"
2014-10-03,24.99,Degica
2014-10-06,19.99,polynation games ltd
2014-10-06,9.99,9heads Game Studios
2014-10-03,19.99,"Degica,Gyrowolf"
2014-10-03,29.99,"Archeia,Degica"
2012-11-18,19.99,Junction Point
2013-08-06,19.99,Behaviour Interactive
2011-06-21,19.99,Avalanche Software
2014-10-06,39.99,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2012-06-19,19.99,Behaviour Interactive Inc.
2011-06-15,19.99,Avalanche Software
2014-10-06,3.99,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-10-09,19.99,Virtual Railroads
2014-10-09,19.99,Victory Works
2007-05-22,19.99,Eurocom Entertainment Software
2014-10-09,7.99,Black Forest Games
2014-10-09,15.99,Square Enix
2014-10-09,8.99,Rat King Entertainment
2014-10-09,14.99,Rat King Entertainment
2014-10-09,9.99,Grundislav Games
1990-01-01,6.99,"MicroProse Software, Inc"
1987-01-01,6.99,"MicroProse Software, Inc"
1994-01-01,6.99,"MicroProse Software, Inc"
2014-10-09,2.99,Fakt Software
2014-10-09,8.99,Zeppelin Studio
2014-10-10,24.99,Carenado
2014-10-10,19.99,Crytek
2012-05-15,6.99,Smack Down Productions
2014-10-10,0.99,SCS Software
2014-10-10,8.99,Experimental Gamer Studios
2014-04-01,29.99,"Stefan Kraus,Timo Armbruster"
2010-05-18,19.99,Black Rock Studio
2010-11-19,19.99,Planet Moon Studios
2010-12-07,19.99,GameStar
2010-03-02,19.99,Etranges Libellules Studios
2009-11-17,19.99,Griptonite Games
2011-05-24,19.99,Traveller's Tales
2011-10-25,19.99,Eurocom
2010-09-13,2.99,Coreplay
2014-09-30,99.99,Allegorithmic
2014-09-30,49.99,Allegorithmic
2014-09-30,9.99,Vine
2014-09-30,14.99,Ubisoft
2014-09-30,1.99,Lab Zero Games
2014-10-01,9.99,Studio V5
2014-10-01,24.99,Carenado
2014-10-01,9.99,BlueLine Games
2014-09-23,2.99,Ubisoft - San Francisco
2014-09-23,2.99,Ubisoft - San Francisco
2014-09-23,2.99,Ubisoft - San Francisco
2014-09-23,11.99,Ubisoft - San Francisco
2014-09-23,19.99,Arrowhead Game Studios
2014-09-23,9.99,Italic Pig
2014-09-23,6.99,Icarus Games
2014-09-23,7.99,"SmiteWorks USA, LLC"
2014-09-23,7.99,"SmiteWorks USA, LLC"
2014-09-23,7.99,"SmiteWorks USA, LLC"
2014-09-23,7.99,"SmiteWorks USA, LLC"
2014-09-23,4.99,"SmiteWorks USA, LLC"
2014-09-23,19.99,Deck13 Hamburg
2014-09-23,Free Mod,"RO2/RS Community,Tripwire Interactive"
2014-09-23,Free Mod,"RO2/RS Community,Tripwire Interactive"
2014-09-23,1.99,"CyberConnect2 Co., Ltd."
2014-09-25,9.99,"Moss Co., Ltd."
2013-09-04,19.99,Worthless Bums
2014-09-24,29.99,"German Airports Team,Aerosoft GmbH"
2016-11-29,4.99,Deck 13
2014-09-23,1.99,Qwiboo Ltd
2014-09-24,14.99,Green Lava Studios
2014-09-24,1.99,Kerberos Productions Inc.
2014-09-24,2.99,NeocoreGames
2014-09-24,3.99,Kerberos Productions Inc.
2006-04-13,4.99,Sixteen Tons Entertainment
2014-09-25,9.99,Fragment Production Ltd
2014-09-25,9.99,The Astronauts
2014-09-25,19.99,The Astronauts
1999-07-31,4.99,Delphine Software
2014-09-26,5.99,Demon Wagon Studios
2012-08-27,29.99,"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon"
2014-09-26,79.99,WarfareSims
2014-09-26,34.99,Little Green Men Games
2014-09-26,14.99,Infinitap Games
2014-09-29,9.99,Phigames
2014-09-29,11.99,Breakfall
2014-09-29,9.99,Housemarque
2014-09-29,4.99,800 North and Digital Ranch
2014-09-29,14.99,Sarepta studio
2014-09-24,2.99,NeocoreGames
2014-09-25,3.99,Haemimont Games
1998-12-14,9.99,Stainless Games Ltd
2013-03-09,2.99,Turtle Cream &amp; Pokpoong Games
2014-09-19,9.99,Proxy Studios
2014-09-19,3.99,"Turtle Cream,PokPoong Games"
2006-10-05,3.99,Orion Games
2014-09-19,9.99,SDP Games
2014-09-19,4.99,"SmiteWorks USA, LLC"
2014-09-19,5.99,Aldorlea Games
2014-09-16,69.99,"Gravvit Ltd,Forbes  Consult Ltd"
2014-09-16,11.99,"Gravvit Ltd,Forbes  Consult Ltd"
2014-09-16,8.99,Confused Pelican
2014-09-16,59.95,Creative Assembly
2014-09-16,3.99,SomaSim
2014-09-16,17.99,"Gravvit Ltd,Forbes  Consult Ltd"
2014-09-16,12.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-09-16,29.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-09-16,2.99,Ubisoft - San Francisco
2014-09-16,2.99,Ubisoft - San Francisco
2014-09-16,2.99,Ubisoft - San Francisco
2014-09-16,2.99,Ubisoft - San Francisco
2014-09-16,7.99,"Degica,Tyler Warren"
2014-09-16,11.99,Ubisoft - San Francisco
2014-09-16,2.99,Ubisoft - San Francisco
2014-09-16,9.99,"Degica,Michael Galefire"
2014-09-16,19.99,"Degica,Murray Atkinson"
2011-04-05,4.99,Shaman Games Studio
2010-08-06,9.99,id Software
2012-01-15,4.99,Shaman Games Studio
2014-09-17,15.99,"Square Enix,DotEmu SAS."
2014-09-17,9.99,Flow Combine
2014-09-17,9.99,Saibot Studios
2014-09-17,1.99,"Traveller's Tales,Feral Interactive (Mac)"
2014-09-17,1.99,"Traveller's Tales,Feral Interactive (Mac)"
2014-09-17,1.99,"Traveller's Tales,Feral Interactive (Mac)"
2014-09-17,49.99,PGN Inc
2014-09-18,6.99,Rebellion
2014-09-18,14.99,Harebrained Schemes
2014-09-18,2.99,Terri Vellmann
2014-09-17,19.99,Fugazo
2014-09-18,12.99,Dovetail Games
2014-09-18,4.99,No Goblin
2014-09-16,9.99,"Degica,Scythuz"
2014-09-16,7.99,Degica
2014-09-18,2.99,Katauri
2014-09-18,12.99,Dovetail Games
2014-09-16,19.99,Degica
2014-09-16,9.99,Degica
2014-09-16,9.99,Degica
2014-09-16,19.99,"Enterbrain,Joel Steudler"
2014-09-16,4.99,Enterbrain
2014-09-16,14.99,ComiPo! LLP
2013-10-31,Free To Play,IDHAS Studios
2014-09-16,19.99,ComiPo! LLP
2014-09-12,19.99,CBE Software s.r.o.
2014-09-12,4.99,Rail Slave Games
2014-09-12,39.99,Slitherine Ltd.
2014-09-15,2.99,"Ian MacLarty,Jon Kerney"
2014-09-15,6.99,Maurice Pape
2014-08-29,39.99,Ageod
2014-08-30,2.99,Keen Games
2007-11-28,3.99,URSE Games
2014-09-01,9.99,Nordcurrent
2014-09-15,9.99,ClockStone
2014-09-15,4.99,Backstab Games
2005-08-16,4.99,Microids
2014-09-01,4.99,Matthew Brown
2014-09-02,9.99,LGK Games
2014-09-02,2.99,LGK Games
2014-09-02,2.99,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-09-02,4.99,Conrad Nelson
2014-09-02,2.99,Ubisoft - San Francisco
2014-09-02,2.99,Ubisoft - San Francisco
2014-09-02,2.99,Ubisoft - San Francisco
2014-09-02,2.99,Ubisoft - San Francisco
2014-09-02,11.99,Ubisoft - San Francisco
2010-05-22,9.99,Hanako Games
2014-09-02,2.99,Ubisoft - San Francisco
2014-09-03,9.99,rondomedia GmbH
2014-09-04,19.99,Urban Games
2014-09-03,Free,Elijah Newman-Gomez
2014-09-04,3.99,Rebellion
2014-09-04,9.99,"Mediatonic,Hato Moa,The Irregular Corporation"
2014-09-04,4.99,Traptics
2014-09-04,1.99,On The Level Game Studios
2014-09-04,1.99,On The Level Game Studios
2014-09-05,29.99,Capcom Game Studio Vancouver
2014-09-04,19.99,Digital Train Model
2014-09-05,34.99,Uber Entertainment
2014-09-05,Free To Play,Lightmare Studios
2014-09-05,5.99,Tiny Lab Productions
2014-09-08,7.99,Shawn Beck
2006-09-19,4.99,Razorworks
2005-04-05,4.99,Razorworks
2014-09-09,4.99,The Indie Forge
2008-09-18,4.99,Razorworks
2014-09-09,2.99,Ubisoft - San Francisco
2014-09-09,2.99,Ubisoft - San Francisco
2014-09-09,13.37,Double Fine Productions
2014-09-09,2.99,Ubisoft - San Francisco
2002-11-18,9.99,4HEAD Studios
2014-09-09,3.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-09-09,3.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-09-10,1.99,Milestone S.r.l.
2014-09-10,4.99,Ndemic Creations
2014-09-04,4.99,Eko Software
2014-09-04,14.99,Infinity Ward
